,AwayTeam,AwayTeamID,AwayTeamLine,AwayTeamPythagoreanExpectedWin%,AwayTeamRating,AwayTeamStartingPitcherAdjustment,AwayTeamStartingPitcherRating,AwayTeamWinProbability,Date,HomeTeam,HomeTeamID,HomeTeamLine,HomeTeamPythagoreanExpectedWin%,HomeTeamRating,HomeTeamStartingPitcherAdjustment,HomeTeamStartingPitcherRating,HomeTeamWinProbability,Over/Under,WasHomeTeamWinner,WinningTeam,WinningTeamID,WinningTeamLine
0,NYY,2970,-114,,1506.05604801,30.5720997089,58.1246514997,0.476596098306,2017/04/02 1:10,TB,2960,105,,1507.91548987,20.8823190337,56.2935627654,0.523403901694,7.0,1,TB,2960,105
1,CHC,2982,-125,,1572.22244258,28.9280497835,61.3833574153,0.463643426746,2017/04/02 8:35,STL,2975,115,,1504.44214205,24.2688719807,55.7712321512,0.536356573254,7.0,1,STL,2975,115
2,SF,2962,-144,,1527.27472425,23.2954766002,58.8709499238,0.496502101946,2017/04/02 4:10,ARI,2968,133,,1482.63930477,22.9720580737,52.9365554598,0.503497898054,8.5,1,ARI,2968,133
3,TOR,2984,121,,1521.7776318,16.6093643345,57.8672133048,0.444569708675,2017/04/03 3:05,BAL,2959,-131,,1497.58476501,20.9781082741,54.7053270462,0.555430291325,8.5,1,BAL,2959,-131
4,CLE,2980,-111,,1553.99458212,35.8616418544,61.0372079648,0.453420758624,2017/04/03 7:05,TEX,2977,103,,1511.45103496,31.8348134092,58.4800561432,0.546579241376,8.0,0,CLE,2980,-111
5,PHI,2958,106,,1459.25172039,10.7876448382,52.9487018123,0.466639616114,2017/04/03 4:10,CIN,2961,-115,,1466.2563289,0.534947851042,49.24388909,0.533360383886,8.5,0,PHI,2958,106
6,MIA,2963,183,,1499.58141828,-11.8675059931,45.2877056,0.401739281086,2017/04/03 1:05,WSH,2972,-200,,1543.01298414,15.1794043317,56.7866985286,0.598260718914,8.0,1,WSH,2972,-200
7,SD,2955,204,0.942035135167,1447.99091364,-5.88299502621,44.4586104033,0.326450004372,2017/04/04 10:10,LAD,2967,-223,0.942035135167,1558.20960449,-14.2804223175,51.5924736029,0.673549995628,7.5,0,SD,2955,204
8,COL,2956,-104,0.647716020099,1481.74999683,28.9212984581,57.2044890964,0.505356179828,2017/04/04 7:40,MIL,2976,-104,0.647716020099,1473.4368222,9.5124757634,51.7869379168,0.494643820172,8.0,0,COL,2956,-104
9,NYY,2970,-104,0.822533759059,1503.61214418,11.2317460375,53.5961061582,0.456058550236,2017/04/04 7:10,TB,2960,-104,0.822533759059,1510.3593937,11.0971173695,54.2809530454,0.543941449764,7.5,0,NYY,2970,-104
10,LAA,2979,-116,0.778094505229,1500.80234707,18.9352896442,54.8479105249,0.481047979556,2017/04/04 10:05,OAK,2969,107,0.778094505229,1488.98273703,19.9304245665,54.4503506053,0.518952020444,7.5,0,LAA,2979,-116
11,SEA,2973,150,1.0,1527.57635937,1.56235621962,50.4921096887,0.426172289043,2017/04/04 8:10,HOU,2981,-163,1.0,1546.73751155,10.0797280007,54.0958204538,0.573827710957,8.5,1,HOU,2981,-163
12,CLE,2980,-161,0.700715340425,1555.94676214,10.8421687026,55.562591856,0.558262996371,2017/04/04 8:05,TEX,2977,148,0.700715340425,1509.49885494,-7.37994860988,50.109166168,0.441737003629,9.0,0,CLE,2980,-161
13,DET,2978,-125,,1506.42119297,46.6272166358,62.2592147025,0.536345183095,2017/04/04 2:10,CWS,2974,115,,1473.00543469,28.148986578,56.1332295568,0.463654816905,7.5,0,DET,2978,-125
14,CHC,2982,-141,0.627312499169,1570.62910409,13.0792965775,57.9912254997,0.582406560405,2017/04/04 8:15,STL,2975,130,0.627312499169,1506.03548054,-4.11611630615,49.9966429246,0.417593439595,7.0,0,CHC,2982,-141
15,SF,2962,-139,0.581759867803,1525.82021446,22.3476135119,58.7669850461,0.587414803418,2017/04/04 9:40,ARI,2968,128,0.581759867803,1484.09381456,-21.2984847393,43.5481060006,0.412585196582,9.0,0,SF,2962,-139
16,PHI,2958,-105,0.627312499169,1460.75836669,14.8681520355,53.8445450306,0.471045736622,2017/04/05 7:10,CIN,2961,-103,0.627312499169,1464.7496826,7.01885392309,50.5109963489,0.528954263378,8.5,1,CIN,2961,-103
17,SD,2955,223,0.96242382229,1451.9308511,-7.0764126968,44.4622329157,0.295729103354,2017/04/05 10:10,LAD,2967,-245,0.96242382229,1554.26966703,17.3230415509,58.1636203535,0.704270896646,7.5,1,LAD,2967,-245
18,NYY,2970,-127,0.924783761496,1506.91864392,9.5613130081,53.3204463039,0.477064951171,2017/04/05 7:10,TB,2960,117,0.924783761496,1507.05289396,1.37515877863,52.0654456544,0.522935048829,7.5,1,TB,2960,117
19,PIT,2971,147,0.715977316474,1501.38099676,20.9239223271,54.3835543497,0.412929576911,2017/04/05 7:10,BOS,2966,-160,0.715977316474,1537.76178157,21.6688214232,58.871072938,0.587070423089,7.5,1,BOS,2966,-160
20,SF,2962,-104,0.689914001678,1527.81309196,-1.5235261546,53.5237366959,0.521824201625,2017/04/05 9:40,ARI,2968,-104,0.689914001678,1482.10093706,5.01397848351,49.0522512378,0.478175798375,9.5,1,ARI,2968,-104
21,LAA,2979,-113,0.640238915069,1502.24674296,8.66108480442,52.5847183024,0.498279218438,2017/04/05 10:05,OAK,2969,104,0.640238915069,1487.53834114,0.565212843494,50.3298285933,0.501720781562,8.0,0,LAA,2979,-113
22,SEA,2973,104,0.948489381408,1526.46555005,10.9140633589,52.4453703556,0.480700354065,2017/04/05 8:10,HOU,2981,-113,0.948489381408,1547.84832087,-21.0512736655,47.5974896742,0.519299645935,7.5,1,HOU,2981,-113
23,CLE,2980,-113,0.67565872963,1557.11137163,-5.80067463873,52.1179250754,0.507235768231,2017/04/05 8:05,TEX,2977,104,0.67565872963,1508.33424545,13.9481737583,54.6351186533,0.492764231769,8.0,0,CLE,2980,-113
24,CHC,2982,-122,0.67565872963,1571.7101831,0.26968774957,55.3407737814,0.558983658318,2017/04/06 1:45,STL,2975,113,0.67565872963,1504.95440153,1.84769761956,51.340128768,0.441016341682,7.5,0,CHC,2982,-122
25,KC,2965,-102,0.977330161545,1469.70650897,-7.76049715564,49.2678644717,0.442635684146,2017/04/06 1:10,MIN,2983,-106,0.977330161545,1482.04294074,-4.05983383166,47.8790316546,0.557364315854,8.0,1,MIN,2983,-106
26,ATL,2957,136,0.981602587235,1475.16488071,-13.4198043442,46.7590547885,0.388149080739,2017/04/06 7:10,NYM,2964,-148,0.981602587235,1525.56935427,-8.76545593621,51.6495262926,0.611850919261,7.0,1,NYM,2964,-148
27,DET,2978,-115,0.778094505229,1508.40014656,-25.478671283,47.0271379407,0.528683617009,2017/04/06 2:10,CWS,2974,106,0.778094505229,1471.0264811,-32.0583324008,43.1015371903,0.471316382991,9.0,1,CWS,2974,106
28,LAA,2979,105,0.778094505229,1505.21410142,-4.90127597464,49.8089164095,0.482300524191,2017/04/06 3:35,OAK,2969,-114,0.778094505229,1484.57098268,4.04583928156,50.9056435766,0.517699475809,8.0,1,OAK,2969,-114
29,CIN,2961,153,0.754074211123,1468.54354998,-8.23093286043,47.4,0.413305353003,2017/04/07 8:15,STL,2975,-166,0.67565872963,1503.41588734,-8.34035915291,49.220959247,0.586694646997,8.0,0,CIN,2961,153
30,OAK,2969,141,0.822533759059,1487.05786834,-21.8999979337,45.4337071382,0.416008912108,2017/04/07 8:05,TEX,2977,-153,0.67565872963,1506.27300257,-12.0080740614,49.131142633,0.583991087892,9.5,1,TEX,2977,-153
31,WSH,2972,-170,0.689914001678,1544.01244486,31.7113904593,60.5791059478,0.630416247943,2017/04/07 3:05,PHI,2958,156,0.754074211123,1456.96449931,2.91977337398,51.319753,0.369583752057,7.0,0,WSH,2972,-170
32,LAD,2967,-147,0.951313051837,1557.66460736,-17.7749986983,50.6610333773,0.573091136985,2017/04/07 4:10,COL,2956,136,0.733588194604,1481.77075643,-16.944711428,47.4,0.426908863015,12.5,1,COL,2956,136
33,MIN,2983,103,0.930700703392,1483.542258,-5.30871645426,47.5518477418,0.470019244022,2017/04/07 8:10,CWS,2974,-111,0.901591427129,1475.51241166,-2.62226826829,49.4276924212,0.529980755978,8.5,0,MIN,2983,103
34,ATL,2957,124,0.948489381408,1473.28703542,-4.05377528596,48.6481505469,0.409978252553,2017/04/07 1:05,PIT,2971,-134,0.855115657802,1499.71257897,6.76110653849,51.5920041581,0.590021747447,8.0,1,PIT,2971,-134
35,BOS,2966,111,0.855115657802,1539.43019936,-10.3051380033,52.3184860314,0.464425426947,2017/04/07 1:10,DET,2978,-120,0.901591427129,1503.914216,27.5615904542,58.0098449272,0.535574573053,8.5,1,DET,2978,-120
36,KC,2965,140,0.930700703392,1468.20719171,0.955517010427,51.0437538022,0.361198350405,2017/04/07 8:10,HOU,2981,-152,0.822533759059,1547.49197661,-6.43797847953,50.6670649098,0.638801649595,8.5,0,KC,2965,140
37,MIA,2963,-113,0.689914001678,1498.58195756,6.33049200529,49.0737908036,0.453915549615,2017/04/07 7:10,NYM,2964,104,0.948489381408,1527.44719956,-16.272198778,50.087033027,0.546084450385,7.5,0,MIA,2963,-113
38,NYY,2970,-104,0.924783761496,1504.79393521,-25.398105218,45.7205056815,0.426363715693,2017/04/07 7:05,BAL,2959,-104,0.778094505229,1500.73372663,3.24981121996,51.2164290296,0.573636284307,8.5,1,BAL,2959,-104
39,SEA,2973,118,0.822533759059,1526.82189431,-10.8171436965,47.951761463,0.506430142513,2017/04/07 10:07,LAA,2979,-128,0.822533759059,1502.72721576,-16.4032359855,47.2391517017,0.493569857487,8.5,1,LAA,2979,-128
40,CLE,2980,-134,0.67565872963,1559.17261452,-12.6693460429,50.601121305,0.560418490137,2017/04/07 9:40,ARI,2968,124,0.727890082545,1487.25669461,-7.6020267095,46.4294812454,0.439581509863,10.0,1,ARI,2968,124
41,TOR,2984,-115,0.806450280946,1521.0223472,-17.9021976612,50.688874716,0.471367104084,2017/04/07 7:10,TB,2960,106,0.906149479605,1506.78392565,-7.74581032615,50.0923521858,0.528632895916,8.0,1,TB,2960,106
42,SF,2962,102,0.727890082545,1522.65733441,-40.2676751478,44.8516376198,0.509242209491,2017/04/07 6:40,SD,2955,-110,0.951313051837,1448.53591076,2.8543521678,46.4617634443,0.490757790509,8.5,1,SD,2955,-110
43,CHC,2982,-180,0.67565872963,1573.24869728,-55.5032615415,43.4276569112,0.554432758446,2017/04/07 8:10,MIL,2976,165,0.733588194604,1473.4160626,-19.7784188891,45.5717597602,0.445567241554,9.0,1,MIL,2976,165
44,SF,2962,-197,0.696725573886,1521.13000788,28.0539515462,59.1116663037,0.598379893584,2017/04/08 8:40,SD,2955,181,0.889569366297,1450.06323729,5.85610401755,46.9892764332,0.401620106416,7.0,1,SD,2955,181
45,TOR,2984,106,0.704335049286,1519.30209125,12.7605788759,56.8095981234,0.466476558352,2017/04/08 6:10,TB,2960,-115,0.808272331465,1508.5041816,22.8879612312,56.4181508397,0.533523441648,7.5,1,TB,2960,-115
46,CLE,2980,-109,0.711601325815,1556.22681161,-13.3312020846,50.32308347,0.50884448728,2017/04/08 8:10,ARI,2968,101,0.745251571286,1490.20249752,22.5466916449,52.8462467089,0.49115551272,9.5,1,ARI,2968,101
47,CIN,2961,182,0.7989064278,1470.74748264,1.50865733219,49.656731338,0.443505977805,2017/04/08 2:15,STL,2975,-199,0.733588194604,1501.21195469,-13.531404449,48.3047903989,0.556494022195,8.5,1,STL,2975,-199
48,MIN,2983,108,0.924783761496,1485.45201023,-6.74002636727,47.4,0.452596949877,2017/04/08 2:10,CWS,2974,-117,0.898365209575,1473.60265943,14.147560475,53.0966132733,0.547403050123,8.5,1,CWS,2974,-117
49,CHC,2982,-236,0.689914001678,1571.65267532,23.3085510773,60.2456305849,0.661915988359,2017/04/08 7:10,MIL,2976,215,0.737436339012,1475.01208456,-20.7621535474,45.4962329891,0.338084011641,9.0,0,CHC,2982,-236
50,WSH,2972,103,0.647716020099,1544.94540646,-56.7204367174,41.872273159,0.520239378325,2017/04/08 7:05,PHI,2958,-111,0.685619134594,1456.03153771,-5.87801734573,49.3493857431,0.479760621675,8.5,1,PHI,2958,-111
