,AwayTeam,AwayTeamID,AwayTeamLine,AwayTeamPythagoreanExpectedWin%,AwayTeamRating,AwayTeamStartingPitcherAdjustment,AwayTeamStartingPitcherRating,AwayTeamWinProbability,Date,HomeTeam,HomeTeamID,HomeTeamLine,HomeTeamPythagoreanExpectedWin%,HomeTeamRating,HomeTeamStartingPitcherAdjustment,HomeTeamStartingPitcherRating,HomeTeamWinProbability,Over/Under,WasHomeTeamWinner,WinningTeam,WinningTeamID,WinningTeamLine
0,STL,2975,107,,1521.25148832,23.2609662086,56.9910953281,0.44957899504,2016/04/03 1:05,PIT,2971,-116,,1524.02779451,15.5335388671,53.3379881061,0.55042100496,6.0,1,PIT,2971,-116
1,NYM,2964,-116,,1535.41515773,19.6434643965,57.6335022285,0.535382940469,2016/04/03 8:37,KC,2965,107,,1501.33711351,5.09375792963,51.4548603227,0.464617059531,7.5,1,KC,2965,107
2,TOR,2984,108,,1531.10425654,5.94375570122,53.6146535264,0.425581589671,2016/04/03 4:05,TB,2960,-117,,1512.43837853,5.87410940593,54.2788577428,0.574418410329,7.0,0,TOR,2984,108
3,PHI,2958,156,,1442.09750814,-6.46177262095,47.3685572555,0.41342285752,2016/04/04 4:10,CIN,2961,-170,,1461.23533498,10.6798500553,51.4186189213,0.58657714248,7.5,1,CIN,2961,-170
4,LAD,2967,-185,,1544.3477513,64.3780019866,65.5797043793,0.600385137463,2016/04/04 7:05,SD,2955,170,,1469.75179004,18.9586430301,53.2190920114,0.399614862537,6.0,0,LAD,2967,-185
5,COL,2956,161,,1468.53880769,18.5514889838,53.070981718,0.371552539035,2016/04/04 9:40,ARI,2968,-175,,1502.79038249,48.9099450071,61.7715995574,0.628447460965,8.0,0,COL,2956,161
6,CHC,2982,-137,,1559.25857798,57.3408756753,66.3802787122,0.556838097786,2016/04/04 10:05,LAA,2979,126,,1504.82297549,8.58275021678,51.7626437217,0.443161902214,7.0,0,CHC,2982,-137
7,SF,2962,-168,,1525.68876443,36.7466655146,60.4828098419,0.60454947781,2016/04/04 2:10,MIL,2976,155,,1469.80173295,-8.89949889269,45.8048351858,0.39545052219,7.5,0,SF,2962,-168
8,TOR,2984,107,0.715977316474,1533.01434014,2.68312906473,53.0005596313,0.48891903755,2016/04/04 7:10,TB,2960,-116,0.715977316474,1510.52829493,8.87027659423,54.9770364277,0.51108096245,8.0,0,TOR,2984,107
9,NYM,2964,-125,0.627312499169,1533.94510454,-0.219655839485,53.3101149285,0.505314963092,2016/04/05 4:15,KC,2965,115,0.627312499169,1502.8071667,3.22492825935,51.2674376386,0.494685036908,8.5,0,NYM,2964,-125
10,CWS,2974,-112,0.627312499169,1509.66985686,16.8186291073,55.4883304721,0.517656359285,2016/04/05 10:05,OAK,2969,104,0.627312499169,1493.20301808,-2.98853071282,50.0312682912,0.482343640715,7.5,0,CWS,2974,-112
11,STL,2975,102,0.924783761496,1519.16641583,-12.4568163645,49.367263075,0.472545837123,2016/04/05 7:05,PIT,2971,-110,0.924783761496,1526.112867,-24.3069544621,45.0373051896,0.527454162877,7.0,1,PIT,2971,-110
12,CHC,2982,-122,1.0,1562.3403671,14.9152311158,57.5844353568,0.580591742275,2016/04/05 10:05,LAA,2979,113,1.0,1501.74118637,-4.97913917598,48.8751451982,0.419408257725,7.5,0,CHC,2982,-122
13,SF,2962,-152,0.924783761496,1528.80449072,5.5545460265,53.7032349664,0.552676304324,2016/04/05 8:10,MIL,2976,140,0.924783761496,1466.68600666,6.93345385806,49.0753241783,0.447323695676,8.0,0,SF,2962,-152
14,BOS,2966,110,,1528.65981399,35.1634419344,59.649088449,0.491280090001,2016/04/05 1:10,CLE,2980,-119,,1526.03740473,19.8456796767,58.8533912243,0.508719909999,6.0,0,BOS,2966,110
